Timestamp,Kafka Lag,Kafka Message Rate,Flink Records In,CPU,Mem,Long-Term Prediction,Short-Term Prediction,Aggregate Prediction,Parallelism,Lag Latency
2021-03-16T20:59:07,1824,1099.7652587890625,1365.199951171875,0.08170515298843384,0.4322623908519745,NaN,NaN,1099.7652587890625,0,5.216494560241699
2021-03-16T20:59:27,5540,2490.756591796875,3460.069580078125,0.08033451437950134,0.5659055709838867,NaN,NaN,2490.756591796875,1,5.870153427124023
2021-03-16T20:59:47,8972,3965.252197265625,5444.05224609375,0.08605416119098663,0.35225218534469604,NaN,NaN,3965.252197265625,1,6.081092357635498
2021-03-16T21:00:07,18006,5587.50439453125,7503.3740234375,0.07968631386756897,0.450886994600296,NaN,NaN,5587.50439453125,1,8.963393211364746
2021-03-16T21:00:27,22750,7293.173828125,9405.2177734375,0.07948197424411774,0.4442041218280792,NaN,NaN,7293.173828125,1,9.241689682006836
2021-03-16T21:00:47,34100,9051.234375,11354.208984375,0.08019348233938217,0.46992233395576477,NaN,NaN,9051.234375,1,11.65585708618164
2021-03-16T21:01:07,46637,9292.130859375,11456.4609375,0.07936105132102966,0.5348035097122192,NaN,15581.0,15581.0,1,15.956214904785156
2021-03-16T21:01:27,74839,9383.478515625,10032.0703125,0.1256926953792572,0.5163614153862,NaN,15581.0,15581.0,1,31.81572151184082
2021-03-16T21:01:47,82341,9135.251953125,10435.1396484375,0.07805576175451279,0.39811971783638,NaN,15581.0,15581.0,1,32.33958435058594
2021-03-16T21:02:07,82718,8718.078125,10859.6220703125,0.057745225727558136,0.36714667081832886,NaN,15581.0,15581.0,2,29.681129455566406
2021-03-16T21:02:27,79990,7993.0869140625,11336.9677734375,0.05690811201930046,0.3245200514793396,NaN,15581.0,15581.0,2,25.577739715576172
2021-03-16T21:02:47,83088,7217.6435546875,11823.23046875,0.05723225697875023,0.284025639295578,NaN,15581.0,15581.0,2,23.629457473754883
2021-03-16T21:03:07,83851,6509.60888671875,11979.1162109375,0.058206573128700256,0.3898724317550659,NaN,15581.0,15581.0,2,22.232284545898438
2021-03-16T21:03:27,80608,5963.50439453125,13848.994140625,0.057255521416664124,0.3645502030849457,NaN,4494.0,4494.0,2,16.663036346435547
2021-03-16T21:03:47,81829,5489.58251953125,13297.5126953125,0.03627800568938255,0.31701967120170593,NaN,4114.0,4114.0,2,17.31300926208496
2021-03-16T21:04:07,62835,5087.15673828125,12201.5654296875,0.03239087387919426,0.4654802680015564,NaN,4714.0,4714.0,2,14.546991348266602
2021-03-16T21:04:27,62080,4726.251953125,11136.478515625,0.0335373617708683,0.46304088830947876,NaN,4626.0,4626.0,2,15.862377166748047
2021-03-16T21:04:47,62080,4466.4345703125,9928.9306640625,0.032480284571647644,0.3046227693557739,NaN,3775.0,3775.0,2,18.233497619628906
2021-03-16T21:05:07,65547,4209.251953125,8693.556640625,0.03149674832820892,0.28448978066444397,NaN,3101.0,3101.0,2,22.706722259521484
2021-03-16T21:05:27,66118,4002.67822265625,7466.0693359375,0.030185000970959663,0.3862513303756714,NaN,2973.0,2973.0,2,27.947811126708984
2021-03-16T21:05:47,66118,3841.39990234375,7261.0,0.03936583548784256,0.4726102352142334,NaN,3796.0,3796.0,2,28.558292388916016
2021-03-16T21:06:07,68491,3724.982666015625,7119.96533203125,0.029579175636172295,0.43180134892463684,NaN,3796.0,3796.0,2,30.01236343383789
2021-03-16T21:06:27,68976,3602.9130859375,7026.41748046875,0.030545035377144814,0.39378488063812256,NaN,3095.0,3095.0,2,30.34349822998047
2021-03-16T21:06:47,68976,3510.791259765625,6951.078125,0.02878200262784958,0.344566285610199,NaN,3095.0,3095.0,2,30.460264205932617
2021-03-16T21:07:07,70718,3440.03466796875,6898.95654296875,0.029434071853756905,0.2972867488861084,NaN,2581.0,2581.0,2,31.282325744628906
2021-03-16T21:07:27,70757,3405.77392578125,6885.13916015625,0.029792780056595802,0.38930919766426086,NaN,2581.0,2581.0,2,31.248687744140625
2021-03-16T21:07:47,70369,3392.800048828125,6912.8349609375,0.0360364094376564,0.3507717549800873,NaN,2581.0,2581.0,2,30.84393310546875
2021-03-16T21:08:07,71683,3416.6259765625,6934.3740234375,0.03188126161694527,0.3137219250202179,NaN,2581.0,2581.0,2,31.376953125
2021-03-16T21:08:27,71970,3449.060791015625,6951.5302734375,0.03477149084210396,0.41791096329689026,NaN,2581.0,2581.0,2,31.52404022216797
2021-03-16T21:08:47,71985,3520.0869140625,7034.41748046875,0.030586427077651024,0.39165300130844116,NaN,2581.0,2581.0,2,31.279911041259766
2021-03-16T21:09:07,73926,3592.86083984375,7027.365234375,0.032821934670209885,0.35933738946914673,NaN,2581.0,2581.0,2,32.47308349609375
2021-03-16T21:09:27,74115,3689.58251953125,7139.03466796875,0.03258682042360306,0.3453422784805298,NaN,4044.0,4044.0,2,32.206939697265625
2021-03-16T21:09:47,74670,3791.704345703125,7188.8349609375,0.040452733635902405,0.32751941680908203,NaN,4064.0,4064.0,2,32.529685974121094
