Timestamp,Kafka Lag,Kafka Message Rate,Flink Records In,CPU,Mem,Long-Term Prediction,Short-Term Prediction,Aggregate Prediction,Parallelism,Lag Latency
2021-03-14T23:30:08,192559,192.8826141357422,20645.9921875,0.05397868901491165,0.2747121751308441,0.0,NaN,192.8826141357422,0,9.413865089416504
2021-03-14T23:30:28,180221,1550.8687744140625,20001.03515625,0.05368337407708168,0.23231273889541626,0.0,NaN,1550.8687744140625,0,9.709285736083984
2021-03-14T23:30:48,146800,2903.559326171875,19451.130859375,0.0543198361992836,0.2703319191932678,0.0,NaN,2903.559326171875,0,8.673711776733398
2021-03-14T23:31:08,143151,4348.81884765625,18974.087890625,0.05335945636034012,0.20811279118061066,0.0,NaN,4348.81884765625,0,9.273778915405273
2021-03-14T23:31:28,141123,5908.81005859375,18352.564453125,0.05261172354221344,0.23922646045684814,0.0,NaN,5908.81005859375,0,10.165314674377441
2021-03-14T23:31:48,138233,7484.68017578125,17807.2265625,0.05675516277551651,0.24891643226146698,0.0,NaN,7484.68017578125,0,11.025571823120117
2021-03-14T23:32:08,137742,8183.349609375,17632.46875,0.05221857130527496,0.25273001194000244,0.0,NaN,8183.349609375,0,11.437417984008789
2021-03-14T23:32:28,137351,8205.578125,17730.3828125,0.05387292057275772,0.18822412192821503,0.0,NaN,8205.578125,0,11.331815719604492
2021-03-14T23:32:48,135673,8013.96826171875,17641.513671875,0.05129346624016762,0.2547682821750641,0.0,NaN,8013.96826171875,0,11.184184074401855
2021-03-14T23:33:08,133721,7619.0048828125,17555.166015625,0.05024517700076103,0.28343111276626587,0.0,NaN,7619.0048828125,0,10.923095703125
2021-03-14T23:33:28,129956,6958.38671875,17333.94140625,0.049490369856357574,0.1969323605298996,0.0,NaN,6958.38671875,0,10.506869316101074
2021-03-14T23:33:48,120406,6193.529296875,17042.669921875,0.05014036223292351,0.21986353397369385,0.0,NaN,6193.529296875,0,9.632476806640625
2021-03-14T23:34:08,115916,5499.78759765625,16830.904296875,0.05130932480096817,0.2761627435684204,0.0,NaN,5499.78759765625,0,9.137628555297852
2021-03-14T23:34:28,108111,4932.5302734375,16642.66015625,0.0500643216073513,0.26386305689811707,0.0,NaN,4932.5302734375,0,8.421317100524902
2021-03-14T23:34:48,92416,4436.55712890625,16460.400390625,0.04818179830908775,0.20967377722263336,0.0,NaN,4436.55712890625,0,7.127710342407227
2021-03-14T23:35:08,86153,4079.562744140625,16067.19140625,0.04937748238444328,0.20302343368530273,0.0,NaN,4079.562744140625,0,6.723541259765625
2021-03-14T23:35:28,76762,3782.2734375,15694.2431640625,0.044606298208236694,0.2568109631538391,0.0,NaN,3782.2734375,0,6.069863319396973
2021-03-14T23:35:48,62383,3587.771240234375,15137.6865234375,0.041814081370830536,0.2646882236003876,0.0,NaN,3587.771240234375,0,5.097773551940918
2021-03-14T23:36:08,56924,3395.5234375,13888.4892578125,0.19202353060245514,0.22877156734466553,0.0,NaN,3395.5234375,8,5.100702285766602
