Timestamp,Kafka Lag,Kafka Message Rate,Flink Records In,CPU,Mem,Long-Term Prediction,Short-Term Prediction,Aggregate Prediction,Parallelism,Lag Latency
2021-03-16T15:37:49,7312,2505.704345703125,1067.904296875,0.02940424531698227,0.22251169383525848,NaN,NaN,2505.704345703125,0,56.03887176513672
2021-03-16T15:38:09,43720,3993.78271484375,1357.636474609375,0.08496732264757156,0.17534662783145905,NaN,627.0,1597.5130615234375,1,316.816650390625
2021-03-16T15:38:29,57071,5583.6171875,3160.70458984375,0.08497496694326401,0.2763676941394806,NaN,29948.0,16750.8515625,1,118.70079803466797
2021-03-16T15:38:49,60114,7338.49560546875,7643.4755859375,0.04520314931869507,0.16936340928077698,NaN,12960.0,12960.0,5,34.08319091796875
2021-03-16T15:39:09,63284,9023.3828125,11229.853515625,0.039583489298820496,0.2697274684906006,NaN,15638.0,15638.0,5,21.97039222717285
2021-03-16T15:39:29,46990,9316.26953125,14110.1474609375,0.0346885584294796,0.23950855433940887,NaN,16873.0,16873.0,5,11.658136367797852
2021-03-16T15:39:49,49697,9362.4521484375,16139.54296875,0.03452589735388756,0.20532876253128052,NaN,16873.0,16873.0,5,10.09380054473877
2021-03-16T15:40:09,42600,9153.7734375,18242.265625,0.029723791405558586,0.20461522042751312,NaN,16873.0,16873.0,5,7.1471848487854
2021-03-16T15:40:29,40949,8673.3740234375,18559.748046875,0.03036860004067421,0.19335518777370453,NaN,16873.0,16873.0,5,6.541299343109131
2021-03-16T15:40:49,100912,8000.34765625,15506.373046875,0.05561760440468788,0.22276967763900757,NaN,16873.0,16873.0,5,20.173139572143555
2021-03-16T15:41:09,100912,7177.73046875,13169.908203125,0.019635574892163277,0.24633081257343292,NaN,16873.0,16873.0,5,24.370790481567383
2021-03-16T15:41:29,100912,6515.017578125,11183.36328125,0.01907249167561531,0.22174903750419617,NaN,16873.0,16873.0,5,29.641155242919922
2021-03-16T15:41:49,94288,5937.826171875,10010.5009765625,0.02869180031120777,0.27957507967948914,NaN,4477.0,4477.0,5,31.217615127563477
2021-03-16T15:42:09,95586,5496.39111328125,8905.341796875,0.028353625908493996,0.2404695600271225,NaN,4096.0,4096.0,3,36.291648864746094
2021-03-16T15:42:29,96822,5077.24365234375,7367.27978515625,0.028944222256541252,0.29707273840904236,NaN,4783.0,4783.0,3,47.06245422363281
2021-03-16T15:42:49,98436,4734.921875,8243.42578125,0.028970390558242798,0.2583422362804413,NaN,4571.0,4571.0,3,38.95454406738281
2021-03-16T15:43:09,98569,4463.96533203125,8326.6259765625,0.02894885651767254,0.3103031516075134,NaN,3820.0,3820.0,3,37.358642578125
2021-03-16T15:43:29,72636,4215.1044921875,7832.75,0.057878803461790085,0.33193957805633545,NaN,3065.0,3065.0,3,29.317859649658203
2021-03-16T15:43:49,102401,3989.756591796875,8477.205078125,0.04861576855182648,0.20325544476509094,NaN,3022.0,3022.0,3,35.92481994628906
2021-03-16T15:44:09,102401,3840.22607421875,10182.6181640625,0.037457894533872604,0.27758699655532837,NaN,3701.0,3701.0,4,27.29587173461914
2021-03-16T15:44:29,92233,3723.669677734375,11624.0859375,0.041884224861860275,0.2566896975040436,NaN,3701.0,3701.0,4,20.284940719604492
2021-03-16T15:44:49,77727,3600.32177734375,12419.890625,0.028028279542922974,0.25472015142440796,NaN,3045.0,3045.0,4,15.469952583312988
2021-03-16T15:45:09,69673,3508.617431640625,12612.0556640625,0.0292560663074255,0.20283904671669006,NaN,3045.0,3045.0,4,13.47629165649414
2021-03-16T15:45:29,39628,3439.9130859375,13786.9892578125,0.023924201726913452,0.26175978779792786,NaN,2604.0,2604.0,4,6.78263521194458
2021-03-16T15:45:49,39628,3405.4521484375,13168.921875,0.023142756894230843,0.23769496381282806,NaN,2604.0,2604.0,4,7.176981449127197
2021-03-16T15:46:09,14631,3393.26953125,11207.515625,0.043261777609586716,0.2933390438556671,NaN,2604.0,2604.0,4,3.273693084716797
2021-03-16T15:46:29,46586,3416.434814453125,9270.2958984375,0.01625068113207817,0.27626559138298035,NaN,2604.0,2604.0,4,13.520090103149414
